date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:10:25	88771/88771	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/ai-native-accounting/007/	C:/My%20Web%20Sites/ai/digits.com/ai-native-accounting/007/index.html	(from https://digits.com/ai-native-accounting/)
23:10:28	88812/88812	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/ai-native-accounting/004/	C:/My%20Web%20Sites/ai/digits.com/ai-native-accounting/004/index.html	(from https://digits.com/ai-native-accounting/)
23:10:30	88972/88972	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/ai-native-accounting/008/	C:/My%20Web%20Sites/ai/digits.com/ai-native-accounting/008/index.html	(from https://digits.com/ai-native-accounting/)
23:10:30	95022/95022	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/ai-native-accounting/006/	C:/My%20Web%20Sites/ai/digits.com/ai-native-accounting/006/index.html	(from https://digits.com/ai-native-accounting/)
23:10:31	87752/87752	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/ai-native-accounting/002/	C:/My%20Web%20Sites/ai/digits.com/ai-native-accounting/002/index.html	(from https://digits.com/ai-native-accounting/)
23:10:32	88038/88038	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/ai-native-accounting/003/	C:/My%20Web%20Sites/ai/digits.com/ai-native-accounting/003/index.html	(from https://digits.com/ai-native-accounting/)
23:10:33	70417/70417	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Jan%202026%2007:10:16%20GMT	https://digits.com/customers/window.location.href	C:/My%20Web%20Sites/ai/digits.com/customers/window.location.177.delayed	(from https://digits.com/customers/)
23:10:56	90646/90646	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/ai-native-accounting/001/	C:/My%20Web%20Sites/ai/digits.com/ai-native-accounting/001/index.html	(from https://digits.com/ai-native-accounting/)
23:10:57	81343/81343	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/freeplay/	C:/My%20Web%20Sites/ai/digits.com/customers/freeplay/index.html	(from https://digits.com/customers/)
23:10:57	82924/82924	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/mana-accounting-advisory-saving-hours-with-ai-powered-accounting/	C:/My%20Web%20Sites/ai/digits.com/customers/mana-accounting-advisory-saving-hours-with-ai-powered-accounting/index.html	(from https://digits.com/customers/)
23:10:58	83365/83365	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/olive-knits-empowering-creative-confidence-with-clear-finances-through-digits/	C:/My%20Web%20Sites/ai/digits.com/customers/olive-knits-empowering-creative-confidence-with-clear-finances-through-digits/index.html	(from https://digits.com/customers/)
23:10:59	79830/79830	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/spearus/	C:/My%20Web%20Sites/ai/digits.com/customers/spearus/index.html	(from https://digits.com/customers/)
23:10:59	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:10:43%20GMT	https://digits.com/customers/freeplay	C:/My%20Web%20Sites/ai/digits.com/customers/freeplay.178.delayed	(from https://digits.com/customers/)
23:11:00	80641/80641	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/abra/	C:/My%20Web%20Sites/ai/digits.com/customers/abra/index.html	(from https://digits.com/customers/)
23:11:02	81763/81763	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/partiful/	C:/My%20Web%20Sites/ai/digits.com/customers/partiful/index.html	(from https://digits.com/customers/)
23:11:03	81055/81055	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/the-third-place/	C:/My%20Web%20Sites/ai/digits.com/customers/the-third-place/index.html	(from https://digits.com/customers/)
23:11:04	82033/82033	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/particle/	C:/My%20Web%20Sites/ai/digits.com/customers/particle/index.html	(from https://digits.com/customers/)
23:11:04	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:10:46%20GMT	https://digits.com/customers/spearus	C:/My%20Web%20Sites/ai/digits.com/customers/spearus.179.delayed	(from https://digits.com/customers/)
23:11:06	84648/84648	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/blaide/	C:/My%20Web%20Sites/ai/digits.com/customers/blaide/index.html	(from https://digits.com/customers/)
23:11:07	83442/83442	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/mural/	C:/My%20Web%20Sites/ai/digits.com/customers/mural/index.html	(from https://digits.com/customers/)
23:11:08	83115/83115	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/thoughtly/	C:/My%20Web%20Sites/ai/digits.com/customers/thoughtly/index.html	(from https://digits.com/customers/)
23:11:09	86147/86147	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/customers/wispr/	C:/My%20Web%20Sites/ai/digits.com/customers/wispr/index.html	(from https://digits.com/customers/)
23:11:09	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:10:52%20GMT	https://digits.com/customers/abra	C:/My%20Web%20Sites/ai/digits.com/customers/abra.17a.delayed	(from https://digits.com/customers/)
23:11:09	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:10:54%20GMT	https://digits.com/customers/partiful	C:/My%20Web%20Sites/ai/digits.com/customers/partiful.17b.delayed	(from https://digits.com/customers/)
23:11:10	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:10:54%20GMT	https://digits.com/customers/the-third-place	C:/My%20Web%20Sites/ai/digits.com/customers/the-third-place.17c.delayed	(from https://digits.com/customers/)
23:11:10	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:10:55%20GMT	https://digits.com/customers/particle	C:/My%20Web%20Sites/ai/digits.com/customers/particle.17d.delayed	(from https://digits.com/customers/)
23:11:11	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:10:55%20GMT	https://digits.com/customers/blaide	C:/My%20Web%20Sites/ai/digits.com/customers/blaide.17e.delayed	(from https://digits.com/customers/)
23:11:11	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:10:56%20GMT	https://digits.com/customers/mural	C:/My%20Web%20Sites/ai/digits.com/customers/mural.17f.delayed	(from https://digits.com/customers/)
23:11:11	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:10:56%20GMT	https://digits.com/customers/thoughtly	C:/My%20Web%20Sites/ai/digits.com/customers/thoughtly.180.delayed	(from https://digits.com/customers/)
23:11:12	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:10:57%20GMT	https://digits.com/customers/wispr	C:/My%20Web%20Sites/ai/digits.com/customers/wispr.181.delayed	(from https://digits.com/customers/)
23:11:14	116254/116254	---M--	200	added ('OK')	image/png	etag:%22f3bf353119c0d3caaacd86c23b3e18f4%22	https://ram.digitscpu.com/_astro-assets/b2f-header.CERFfoCh_Z1lk3jK.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/b2f-header.CERFfoCh_Z1lk3jK.png	(from https://digits.com/between-two-founders/)
23:11:15	70417/70417	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Jan%202026%2007:10:59%20GMT	https://digits.com/between-two-founders/window.location.href	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/window.location.183.delayed	(from https://digits.com/between-two-founders/)
23:11:24	84531/84531	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/between-two-founders/wade-foster/	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/wade-foster/index.html	(from https://digits.com/between-two-founders/)
23:11:33	86708/86708	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/between-two-founders/rene-lacerte/	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/rene-lacerte/index.html	(from https://digits.com/between-two-founders/)
23:11:58	83961/83961	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/between-two-founders/siqi-chen/	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/siqi-chen/index.html	(from https://digits.com/between-two-founders/)
23:11:59	84918/84918	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/between-two-founders/jean-denis-greze/	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/jean-denis-greze/index.html	(from https://digits.com/between-two-founders/)
23:12:00	83991/83991	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/between-two-founders/travis-hedge/	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/travis-hedge/index.html	(from https://digits.com/between-two-founders/)
23:12:01	20973/20973	---M-Z	200	added ('OK')	text/css	etag:%2202963e66871f5cab934a18a05f7a814a%22	https://ram.digitscpu.com/_astro-assets/component-library.DCQ0szCz.css	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/component-library.DCQ0szCz.css	(from https://digits.com/pricing/)
23:12:02	83097/83097	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/between-two-founders/aaron-levie/	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/aaron-levie/index.html	(from https://digits.com/between-two-founders/)
23:12:03	84619/84619	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/between-two-founders/josh-reeves/	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/josh-reeves/index.html	(from https://digits.com/between-two-founders/)
23:12:04	84108/84108	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/between-two-founders/immad-akhund/	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/immad-akhund/index.html	(from https://digits.com/between-two-founders/)
23:12:05	84273/84273	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/between-two-founders/christina-cacioppo/	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/christina-cacioppo/index.html	(from https://digits.com/between-two-founders/)
23:12:05	224423/224423	---M--	200	added ('OK')	image/png	etag:%222ba0faa9bf4221907cc0fe0c3c6f0853%22	https://ram.digitscpu.com/_astro-assets/pricing-flowchart.uDWRUvQK_1W2eHR.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/pricing-flowchart.uDWRUvQK_1W2eHR.png	(from https://digits.com/pricing/)
23:12:06	84007/84007	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/between-two-founders/kayvon-beykpour/	C:/My%20Web%20Sites/ai/digits.com/between-two-founders/kayvon-beykpour/index.html	(from https://digits.com/between-two-founders/)
23:12:06	229389/229389	---M--	200	added ('OK')	image/png	etag:%226d8588b79a99e22dfe996ac3c7edf194%22	https://ram.digitscpu.com/_astro-assets/ai-bookkeeping.DthiB2ZG_d8Wml.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/ai-bookkeeping.DthiB2ZG_d8Wml.png	(from https://digits.com/pricing/)
23:12:07	201576/201576	---M--	200	added ('OK')	image/png	etag:%22ada78d57b5d3b41b4ec61699ec59e1a2%22	https://ram.digitscpu.com/_astro-assets/live-metrics.CZSp0_My_ZHF0Vj.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/live-metrics.CZSp0_My_ZHF0Vj.png	(from https://digits.com/pricing/)
23:12:07	115460/115460	---M--	200	added ('OK')	image/png	etag:%22d36373653ccd6486749d889d39452130%22	https://ram.digitscpu.com/_astro-assets/interactive-reports.C3L0oR6U_ZBtjV7.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/interactive-reports.C3L0oR6U_ZBtjV7.png	(from https://digits.com/pricing/)
23:12:07	99860/99860	---M--	200	added ('OK')	image/png	etag:%226775ed05b1c5952e504054460b895898%22	https://ram.digitscpu.com/_astro-assets/ai-bill-pay.DvXX6Tlg_ZT50i1.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/ai-bill-pay.DvXX6Tlg_ZT50i1.png	(from https://digits.com/pricing/)
23:12:09	199545/199545	---M--	200	added ('OK')	image/png	etag:%226da8c020c7a1700e87f67ea007dd2374%22	https://ram.digitscpu.com/_astro-assets/ai-invoicing.D1QN9B40_ZXzO6x.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/ai-invoicing.D1QN9B40_ZXzO6x.png	(from https://digits.com/pricing/)
23:12:09	8304/8304	---M-Z	200	added ('OK')	text/css	etag:%221a97197064f3a4f3b41922d798af872e%22	https://ram.digitscpu.com/_astro-assets/booked.DGnGc6GS.css	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/booked.DGnGc6GS.css	(from https://digits.com/demo/)
23:12:09	12193/12193	---M-Z	200	added ('OK')	text/css	etag:%22ff81569fbf9e7fb016ee513d55d02ed2%22	https://ram.digitscpu.com/_astro-assets/index.Zfa0Uaul.css	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/index.Zfa0Uaul.css	(from https://digits.com/demo/)
23:12:10	431194/431194	---M--	200	added ('OK')	image/png	etag:%22e8e1eb77b315bf97d7e959475ed770c4%22	https://ram.digitscpu.com/_astro-assets/dashboard.UN1JFCWI_1PyamA.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/dashboard.UN1JFCWI_1PyamA.png	(from https://digits.com/demo/)
23:12:12	387024/387024	---M--	200	added ('OK')	image/png	etag:%222c9b64cc72e670a863bd7afa962695be%22	https://ram.digitscpu.com/_astro-assets/dashboard-mobile.aj6EwnbT_Z1GvFtx.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/dashboard-mobile.aj6EwnbT_Z1GvFtx.png	(from https://digits.com/demo/)
23:12:14	295833/295833	---M--	200	added ('OK')	image/png	etag:%228bde4954130d5ac5b55a6d2e748fbbf0%22	https://ram.digitscpu.com/_astro-assets/directory-hero.CDEXiquw.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/directory-hero.CDEXiquw.png	(from https://digits.com/blog/what-s-next-for-digits-from-real-time-to-verified-financials/)
23:12:15	82951/82951	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/blog/agl-announcement/?utm_source=whatsnext&utm_medium=blog	C:/My%20Web%20Sites/ai/digits.com/blog/agl-announcement/index3656.html	(from https://digits.com/blog/what-s-next-for-digits-from-real-time-to-verified-financials/)
23:12:15	48/48	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:12:00%20GMT	https://digits.com/accountants	C:/My%20Web%20Sites/ai/digits.com/accountants.191.delayed	(from https://digits.com/blog/firm-models-are-here-exclusive-to-the-digits-accounting-partner-program/)
23:12:17	1209815/1209815	---M--	200	added ('OK')	image/png	etag:%226fd0f7e292370fed7451624197a43ff0%22	https://ram.digitscpu.com/_astro-assets/accountant-partner-program-hero.n0dRt1nI.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/accountant-partner-program-hero.n0dRt1nI.png	(from https://digits.com/blog/firm-models-are-here-exclusive-to-the-digits-accounting-partner-program/)
23:12:17	78099/78099	---M--	200	added ('OK')	image/png	etag:%2252ae3463c3d06c1909c72d4f3867ae62%22	https://ram.digitscpu.com/blurry-circle.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/blurry-circle.png	(from https://ram.digitscpu.com/_astro-assets/index.CQHdv4Pt.css)
23:12:18	182/182	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:12:03%20GMT	https://digits.com/security/%2522https:/ram.digitscpu.com/_astro-assets/%22https://ram.digitscpu.com/_astro-assets/security-hero-bg-100.B2PTG8nw_Z1L04js.webp%22	C:/My%20Web%20Sites/ai/digits.com/security/%22https_/ram.digitscpu.com/_astro-assets/_https_/ram.digitscpu.com/_astro-assets/security-hero-bg-100.B2PTG8nw_Z1L04js.193.delayed	(from https://digits.com/security/%2522https:/ram.digitscpu.com/_astro-assets/security-hero-bg-100.B2PTG8nw_Z1L04js.webp%2522)
23:12:19	143563/143563	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2007:12:03%20GMT	https://digits.com/security/%252522https:/ram.digitscpu.com/_astro-assets/%2522https:/ram.digitscpu.com/_astro-assets/security-hero-bg-100.B2PTG8nw_Z1L04js.webp%2522	C:/My%20Web%20Sites/ai/digits.com/security/%2522https_/ram.digitscpu.com/_astro-assets/%22https_/ram.digitscpu.com/_astro-assets/security-hero-bg-100.B2PTG8nw_Z1L04js.html	(from https://digits.com/security/%2522https:/ram.digitscpu.com/_astro-assets/security-hero-bg-100.B2PTG8nw_Z1L04js.webp%2522)
23:12:20	159/159	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:12:05%20GMT	https://digits.com/security/%2522https:/ram.digitscpu.com/_astro-assets/%22https://ram.digitscpu.com/_astro-assets/shield.DW510vQR.svg%22	C:/My%20Web%20Sites/ai/digits.com/security/%22https_/ram.digitscpu.com/_astro-assets/_https_/ram.digitscpu.com/_astro-assets/shield.DW510vQR.195.delayed	(from https://digits.com/security/%2522https:/ram.digitscpu.com/_astro-assets/security-hero-bg-100.B2PTG8nw_Z1L04js.webp%2522)
23:12:27	143563/143563	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2007:12:05%20GMT	https://digits.com/security/%252522https:/ram.digitscpu.com/_astro-assets/%2522https:/ram.digitscpu.com/_astro-assets/shield.DW510vQR.svg%2522	C:/My%20Web%20Sites/ai/digits.com/security/%2522https_/ram.digitscpu.com/_astro-assets/%22https_/ram.digitscpu.com/_astro-assets/shield.DW510vQR.html	(from https://digits.com/security/%2522https:/ram.digitscpu.com/_astro-assets/security-hero-bg-100.B2PTG8nw_Z1L04js.webp%2522)
23:12:28	8094/8094	---M-Z	200	added ('OK')	text/css	etag:%22e8ffc51623592ac436b6df3da7774a3e%22	https://ram.digitscpu.com/_astro-assets/index.Bn7F1fQw.css	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/index.Bn7F1fQw.css	(from https://digits.com/digits-air-partner-addendum/)
23:12:28	111/111	---M-Z	200	added ('OK')	text/javascript	etag:%22a47556109e0c8225157621dbc4b175e6%22	https://ram.digitscpu.com/_astro-assets/TOSLayout.astro_astro_type_script_index_0_lang.Cq0JRAYS.js	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/TOSLayout.astro_astro_type_script_index_0_lang.Cq0JRAYS.js	(from https://digits.com/digits-air-partner-addendum/)
23:12:31	13837/13837	---M--	200	added ('OK')	image/png	etag:%22a375ffea57142626f87e3144c6e648cd%22	https://ram.digitscpu.com/_astro-assets/digitsxbill.iLbWEwrL.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/digitsxbill.iLbWEwrL.png	(from https://digits.com/blog/bill/)
23:12:33	636573/636573	---M--	200	added ('OK')	image/png	etag:%2246830a0f8ba183f7998f60b0d5786645%22	https://ram.digitscpu.com/_astro-assets/connect-api-hero.BGeAevvv.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/connect-api-hero.BGeAevvv.png	(from https://digits.com/blog/digits-is-now-programmable/)
23:12:34	2642/2642	---M--	200	added ('OK')	image/jpeg	etag:%22d487bf6e05ae58d7d9914520a3d98eab%22	https://ram.digitscpu.com/_astro-assets/hannes-hapke.Dfy_AlSF_Z23NzlR.jpg	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/hannes-hapke.Dfy_AlSF_Z23NzlR.jpg	(from https://digits.com/blog/mlops-world-2025-slides/)
23:12:34	3740/3740	---M--	200	added ('OK')	image/png	etag:%22405ba89455add7212f7d9530df5cfc48%22	https://ram.digitscpu.com/_astro-assets/logo-digits.Vp-UGk0A_qKP9k.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/logo-digits.Vp-UGk0A_qKP9k.png	(from https://digits.com/blog/multiview-dashboards/)
23:12:45	174288/174288	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2002:24:39%20GMT	https://digits.com/partners/gusto-accountants/	C:/My%20Web%20Sites/ai/digits.com/partners/gusto-accountants/index.html	(from https://digits.com/blog/accounting-firm-automation/)
23:12:45	1257204/1257204	---M--	200	added ('OK')	image/gif	etag:%22effc6b07a1bc5a1a06a102ead2d0fc6b%22	https://ram.digitscpu.com/_astro-assets/digits-dashboard-animation-small.PBeuFUJJ.gif	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/digits-dashboard-animation-small.PBeuFUJJ.gif	(from https://digits.com/blog/multiview-dashboards/)
23:12:45	322166/322166	---M--	200	added ('OK')	image/png	etag:%22c94521aa1dfe92fdecc22363efc5140a%22	https://ram.digitscpu.com/_astro-assets/digits_blog_snh25_recap.DDEyzPjt.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/digits_blog_snh25_recap.DDEyzPjt.png	(from https://digits.com/blog/scaling-new-heights-2025-recap-the-future-is-ai-native-with-digits/)
23:12:47	40/40	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:12:32%20GMT	http://digits.com/agl	C:/My%20Web%20Sites/ai/digits.com/agl.1a0.delayed	(from https://digits.com/blog/introducing-digits-accounting-agents/)
23:12:47	0/-1	---M--	301	error ('')			http://digits.com/agl	C:/My%20Web%20Sites/ai/digits.com/agl.1a1.delayed	(from https://digits.com/blog/introducing-digits-accounting-agents/)
23:12:49	40123/40123	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2029%20Jan%202026%2006:54:28%20GMT	https://player.vimeo.com/api/player.js	C:/My%20Web%20Sites/ai/player.vimeo.com/api/player.js	(from https://digits.com/blog/scaling-new-heights-2025-recap-the-future-is-ai-native-with-digits/)
23:12:51	0/-1	---M--	301	error ('')			https://digits.com/blog/accounting-vs-bookkeeping	C:/My%20Web%20Sites/ai/digits.com/blog/accounting-vs-bookkeeping.1a3.delayed	(from https://digits.com/blog/pilot-alternatives/)
23:12:51	204055/204055	---M--	200	added ('OK')	image/jpeg	etag:%22127b0289f8bfe21952605ba14dc0ceda%22	https://ram.digitscpu.com/_astro-assets/digits_blog_llama4update_r1.aSB4lyX8.jpg	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/digits_blog_llama4update_r1.aSB4lyX8.jpg	(from https://digits.com/blog/performance-improvements-llama4-scout/)
23:12:52	70417/70417	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Jan%202026%2007:12:36%20GMT	https://digits.com/_assets/downloads/beyond-the-hype-evaluating-llms-vs-digits-agl.pdf	C:/My%20Web%20Sites/ai/digits.com/_assets/downloads/beyond-the-hype-evaluating-llms-vs-digits-agl.1a4.delayed	(from https://digits.com/blog/pilot-alternatives/)
23:12:55	76/76	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:12:40%20GMT	https://digits.com/learn/cash-vs-accrual-accounting-whats-the-best-for-startups/	C:/My%20Web%20Sites/ai/digits.com/learn/cash-vs-accrual-accounting-whats-the-best-for-startups/index.html	(from https://digits.com/blog/pilot-alternatives/)
23:12:56	7033/7033	---M--	200	added ('OK')	image/png	etag:%228f5cc51cdafc32bc487c70df3f3a32b3%22	https://ram.digitscpu.com/_astro-assets/digits_blog_digitsxgusto.UC0PpDgm.png	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/digits_blog_digitsxgusto.UC0PpDgm.png	(from https://digits.com/blog/digits-integrates-with-gusto/)
23:12:57	200625/200625	---M--	200	added ('OK')	image/jpeg	etag:%226023a96a4b107a38d356b31fc25dd092%22	https://ram.digitscpu.com/_astro-assets/agl.BTKC9Gq5.jpg	C:/My%20Web%20Sites/ai/ram.digitscpu.com/_astro-assets/agl.BTKC9Gq5.jpg	(from https://digits.com/blog/agl-announcement/)
23:12:57	40/40	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:12:42%20GMT	https://digits.com/agl	C:/My%20Web%20Sites/ai/digits.com/agl.1a7.delayed	(from https://digits.com/blog/agl-announcement/)
23:12:57	0/-1	---M--	301	error ('')			https://digits.com/agl	C:/My%20Web%20Sites/ai/digits.com/agl.1a8.delayed	(from https://digits.com/blog/agl-announcement/)
23:12:57	0/-1	---M--	301	error ('')			https://digits.com/agl	C:/My%20Web%20Sites/ai/digits.com/agl.1a9.delayed	(from https://digits.com/blog/agl-announcement/)
23:13:04	41/41	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:12:49%20GMT	https://digits.com/demo	C:/My%20Web%20Sites/ai/digits.com/demo.1aa.delayed	(from https://digits.com/blog/ai-invoicing/)
23:13:17	0/-1	---M--	301	error ('')			https://digits.com/blog/qualified-small-business-stock-founders-qsbs	C:/My%20Web%20Sites/ai/digits.com/blog/qualified-small-business-stock-founders-qsbs.1ab.delayed	(from https://digits.com/blog/tax-benefits-for-startups/)
23:13:17	0/-1	---M--	301	error ('')			https://digits.com/blog/qualified-small-business-stock-founders-qsbs	C:/My%20Web%20Sites/ai/digits.com/blog/qualified-small-business-stock-founders-qsbs.1ac.delayed	(from https://digits.com/blog/tax-benefits-for-startups/)
23:13:22	235705/235705	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202026%2007:12:49%20GMT	https://digits.com/?utm_source=blog&utm_medium=organic	C:/My%20Web%20Sites/ai/digits.com/index6be4.html	(from https://digits.com/blog/saas-cogs-calculation/)
23:13:22	49/49	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jan%202026%2007:13:00%20GMT	https://digits.com/blog/announcing-connect-api-platform/	C:/My%20Web%20Sites/ai/digits.com/blog/announcing-connect-api-platform/index.html	(from https://digits.com/blog/best-bookkeeping-services-startups/)
